0,0
1,5.338515e-09
2,1.82169825e-08
3,3.69700325e-08
4,6.066295000000001e-08
5,8.871968500000001e-08
6,1.207408775e-07
7,1.56427665e-07
8,1.9554429e-07
9,2.378970699999999e-07
10,2.833212725e-07
11,3.3167204e-07
12,3.828145525e-07
13,4.3657524e-07
14,4.927700025e-07
15,5.512384975000002e-07
16,6.117672375000002e-07
17,6.739871700000003e-07
18,7.369862075000003e-07
19,7.977085725000002e-07
20,8.496100650000001e-07
21,8.867159875000002e-07
22,9.082050655000003e-07
23,9.187963442500002e-07
24,9.246881115000001e-07
25,9.289683840000002e-07
26,9.325490557500001e-07
27,9.357569205000003e-07
28,9.387412480000003e-07
29,9.415819812250004e-07
30,9.443267305500005e-07
31,9.470060350750005e-07
32,9.496406068750005e-07
33,9.522450853750007e-07
34,9.548301748500007e-07
35,9.574039248750009e-07
36,9.59972472350001e-07
37,9.62325835400001e-07
38,9.644580591500011e-07
39,9.665890688000012e-07
40,9.687214526000011e-07
41,9.708573436250009e-07
42,9.729985216000007e-07
43,9.751464864750007e-07
44,9.773025030750008e-07
45,9.794676416750009e-07
46,9.816428237750011e-07
47,9.83828839925001e-07
48,9.860263680500011e-07
49,9.882360013750014e-07
50,9.904582543750012e-07
51,9.926935712250015e-07
52,9.949423393250018e-07
53,9.972049003250014e-07
54,9.994815473500012e-07
55,1.001772542050001e-06
56,1.004078114725001e-06
57,1.006398459550001e-06
58,1.008733755925001e-06
59,1.011084157225001e-06
60,1.013449796900001e-06
61,1.015830798600001e-06
62,1.018227262950001e-06
63,1.020639278575e-06
64,1.023066921675001e-06
65,1.025510255850001e-06
66,1.027969338725001e-06
67,1.030444219350001e-06
68,1.032934935600001e-06
69,1.035441521850001e-06
70,1.037964010450001e-06
71,1.040502422875001e-06
72,1.043056778250001e-06
73,1.04562709175e-06
74,1.048213361975e-06
75,1.050815594825001e-06
76,1.053433795150001e-06
77,1.0560679579e-06
78,1.05871807815e-06
79,1.06138414225e-06
80,1.0640661463e-06
81,1.066764083675e-06
82,1.069477935875e-06
83,1.072207687625e-06
84,1.074953326275e-06
85,1.07771483275e-06
86,1.0804921891e-06
87,1.083285377899999e-06
88,1.086094372899999e-06
89,1.088919151299999e-06
90,1.091759697824999e-06
91,1.094615981899999e-06
92,1.097487979324999e-06
93,1.10037566745e-06
94,1.1032790201e-06
95,1.106198006975e-06
96,1.109132602600001e-06
97,1.112082776475001e-06
98,1.115048497350002e-06
99,1.118029752525002e-06
100,1.121026513425002e-06
101,1.124038749675002e-06
102,1.127066428700003e-06
103,1.130109530700003e-06
104,1.133168028150002e-06
105,1.136241879975002e-06
106,1.139331067675002e-06
107,1.142435563975002e-06
108,1.145555332225002e-06
109,1.148690347500001e-06
110,1.151840585850001e-06
111,1.155006018575001e-06
112,1.158186611825002e-06
113,1.161382331825002e-06
114,1.164593156025002e-06
115,1.167819061850001e-06
116,1.171060014950001e-06
117,1.174315991900001e-06
118,1.177586962775001e-06
119,1.180872896675e-06
120,1.184173767500001e-06
121,1.187489547925e-06
122,1.190820215275e-06
123,1.194165739275e-06
124,1.197526094e-06
125,1.20090125165e-06
126,1.204291182349999e-06
127,1.207695860275e-06
128,1.21111526365e-06
129,1.214549368324999e-06
130,1.2179981411e-06
131,1.221461552375e-06
132,1.224939582724999e-06
133,1.228432209849999e-06
134,1.2319394017e-06
135,1.23546113625e-06
136,1.238997388149999e-06
137,1.242548121699999e-06
138,1.246113324824999e-06
139,1.249692975049998e-06
140,1.253287032124998e-06
141,1.256895486599997e-06
142,1.260518318174998e-06
143,1.264155495299997e-06
144,1.267807003474997e-06
145,1.271472816749998e-06
146,1.275152904599997e-06
147,1.278847246374998e-06
148,1.282555816749998e-06
149,1.286278592949998e-06
150,1.290015547274998e-06
151,1.293766661949998e-06
152,1.297531929324998e-06
153,1.301311321574998e-06
154,1.305104805449997e-06
155,1.308912357524997e-06
156,1.312733964399997e-06
157,1.316569607249997e-06
158,1.320419261624998e-06
159,1.324282905174998e-06
160,1.328160517649998e-06
161,1.332052080899997e-06
162,1.335957570799996e-06
163,1.339876965174997e-06
164,1.343810243799996e-06
165,1.347757380174996e-06
166,1.351718357874996e-06
167,1.355693162424997e-06
168,1.359681772924997e-06
169,1.363684170274997e-06
170,1.367700328699997e-06
171,1.371730241124996e-06
172,1.375773893849996e-06
173,1.379831257724996e-06
174,1.383902313774996e-06
175,1.387987044674996e-06
176,1.392085434749996e-06
177,1.396197461149997e-06
178,1.400323102524998e-06
179,1.404462347949997e-06
180,1.408615170199997e-06
181,1.412781552424996e-06
182,1.416961488349997e-06
183,1.421154955099998e-06
184,1.425361940324999e-06
185,1.429582423949999e-06
186,1.43381638725e-06
187,1.438063812849999e-06
188,1.442324684724998e-06
189,1.446598988199997e-06
190,1.450886700474997e-06
191,1.455187799949998e-06
192,1.459502285374999e-06
193,1.463830137749998e-06
194,1.468171339274997e-06
195,1.472525883074996e-06
196,1.476893744074995e-06
197,1.481274908074995e-06
198,1.485669362074995e-06
199,1.490077084349994e-06
200,1.494498064199993e-06
201,1.498932292124993e-06
202,1.503379739674993e-06
203,1.507840399549992e-06
204,1.512314255474993e-06
205,1.516801292224993e-06
206,1.521301495624993e-06
207,1.525814852549992e-06
208,1.530341350924992e-06
209,1.534880969299991e-06
210,1.53943369759999e-06
211,1.543999526799992e-06
212,1.548578438349992e-06
213,1.553170414599991e-06
214,1.55777544947499e-06
215,1.56239352722499e-06
216,1.56702463299999e-06
217,1.571668752849989e-06
218,1.576325873724988e-06
219,1.580995972549989e-06
220,1.585679048949988e-06
221,1.590375092574989e-06
222,1.595084082899988e-06
223,1.599806011274989e-06
224,1.604540858774987e-06
225,1.609288618449986e-06
226,1.614049272974987e-06
227,1.618822817099988e-06
228,1.623609235099987e-06
229,1.628408500574988e-06
230,1.633220610674988e-06
231,1.638045563449988e-06
232,1.642883346274986e-06
233,1.647733947274986e-06
234,1.652597355324985e-06
235,1.657473548324986e-06
236,1.662362516549987e-06
237,1.667264251024987e-06
238,1.672178731649988e-06
239,1.67710596277499e-06
240,1.682045937674988e-06
241,1.686998638349988e-06
242,1.691964047399987e-06
243,1.696942148024988e-06
244,1.70193293619999e-06
245,1.706936408649988e-06
246,1.711952538299988e-06
247,1.716981323174987e-06
248,1.722022774424987e-06
249,1.727076866824986e-06
250,1.732143575599987e-06
251,1.737222876424987e-06
252,1.742314783149985e-06
253,1.747419297899986e-06
254,1.752536398199988e-06
255,1.757666074749987e-06
256,1.762808318849985e-06
257,1.767963122399987e-06
258,1.773130465024986e-06
259,1.778310326799984e-06
260,1.783502714199986e-06
261,1.788707634449987e-06
262,1.793925069374986e-06
263,1.799155001249985e-06
264,1.804397412799984e-06
265,1.809652300424985e-06
266,1.814919661124986e-06
267,1.820199479174987e-06
268,1.825491739299987e-06
269,1.830796440099986e-06
270,1.836113580774986e-06
271,1.841443147599985e-06
272,1.846785127299983e-06
273,1.852139507049984e-06
274,1.857506274474984e-06
275,1.862885431374985e-06
276,1.868276980149984e-06
277,1.873680896149983e-06
278,1.879097168899983e-06
279,1.884525788374984e-06
280,1.889966744999982e-06
281,1.895420043674983e-06
282,1.900885675824984e-06
283,1.906363619199984e-06
284,1.911853880199984e-06
285,1.917356451599985e-06
286,1.922871312349987e-06
287,1.928398456024986e-06
288,1.933937876649985e-06
289,1.939489568699986e-06
290,1.945053527099985e-06
291,1.950629747224986e-06
292,1.956218210324986e-06
293,1.961818912574987e-06
294,1.967431850599987e-06
295,1.973057006749989e-06
296,1.978694363674991e-06
297,1.984343933974989e-06
298,1.990005715974991e-06
299,1.99567969352499e-06
300,2.001365865749992e-06
301,2.007064217199991e-06
302,2.012774732724991e-06
303,2.018497412599992e-06
304,2.024232257549993e-06
305,2.029979253524992e-06
306,2.035738386774991e-06
307,2.04150965917499e-06
308,2.047293073049988e-06
309,2.053088615749989e-06
310,2.058896274924987e-06
311,2.064716038524989e-06
312,2.070547894799989e-06
313,2.076391832299989e-06
314,2.082247871224987e-06
315,2.088116000924986e-06
316,2.093996195274984e-06
317,2.099888459949984e-06
318,2.105792801074982e-06
319,2.111709209299982e-06
320,2.117637659599982e-06
321,2.123578127099983e-06
322,2.129530635299985e-06
323,2.135495192174986e-06
324,2.141471773799984e-06
325,2.147460372624983e-06
326,2.153460981399981e-06
327,2.15947360949998e-06
328,2.16549823399998e-06
329,2.171534848549982e-06
330,2.177583447099981e-06
331,2.18364402389998e-06
332,2.189716573499981e-06
333,2.195801090749982e-06
334,2.201897570799983e-06
335,2.208006009099981e-06
336,2.214126401399979e-06
337,2.22025874374998e-06
338,2.226403015624979e-06
339,2.232559230499978e-06
