Time,V(pwm),-1*I(V_MAINSW)
0.590008128452034,1,-0.000493804413054022
0.590008279494077,1,0.000357865758360276
0.590008579494077,1,0.0020490727069955
0.590008879494077,1,0.00373936227924787
0.590009179494076,1,0.00542822427132705
0.590009479494076,1,0.0071151482948153
0.590009779494076,1,0.00879962402132151
0.590010079494076,1,0.0104811414080359
0.590010379494076,1,0.0121591909251038
0.590010679494076,1,0.0138332637666281
0.590010979494076,1,0.0155028520598535
0.590011279494076,1,0.0171674490648002
0.590011579494076,1,0.0188265493684412
0.590011879494076,1,0.0204796490747867
0.590012179494076,1,0.0221262459895115
0.590012479494076,1,0.0237658398000349
0.590012779494076,1,0.0253979322528721
0.590013079494076,1,0.0270220273223458
0.590013379494076,1,0.0286376313874825
0.590013679494076,1,0.0302442533893554
0.590013979494076,1,0.0318414050020692
0.590014279494076,1,0.0334286007901028
0.590014579494076,1,0.035005358365197
0.590014879494076,1,0.0365711985450616
0.590015179494076,1,0.0381256455075345
0.590015479494076,1,0.0396682269383746
0.590015779494075,1,0.0411984741854212
0.590016079494075,1,0.0427159224022944
0.590016379494075,1,0.044220110697097
0.590016679494075,1,0.0457105822752055
0.590016795771216,1,0.0462845089023176
0.590016853291667,1,0.0465678529330944
0.590016869726632,1,0.0466488341967306
0.590016883719465,1,0.0467178424328267
0.590016892265662,1,0.0467600183337709
0.590016902016871,1,0.0468081665158024
0.590016911003908,1,0.0468525661453896
0.590016922446546,1,0.0469091313789249
0.590016940383024,1,0.0469978748847097
0.59001696843794,1,0.0471368687653921
0.59001702454777,1,0.0474155442384472
0.590017136767431,1,0.0479756457243639
0.590017361206754,1,0.0491068497271954
0.590017661206754,1,0.0506417882097594
0.590017671206754,1,0.0506934180448297
0.590017691206754,1,0.0507967359585564
0.590017731206754,1,0.0510037210710834
0.590017741206754,1,0.0510555400705925
0.590017751206754,1,0.0511073881707489
0.590017761206754,1,0.0511592653660955
0.590017771206754,0.49999999627471,0.0503573086607503
0.590017779333437,0,3.9935577660799e-05
0.590017787284421,0,3.99352389852392e-05
0.590017793184599,0,3.99351157822601e-05
0.590017799563943,0,3.9934983701112e-05
0.590017812322633,0,3.8450299825854e-05
0.590017818222811,0,-0.00377466803183779
0.590017824122989,0,-0.00374378748119852
0.590017830023168,0,-0.00371289684017029
0.590017835923346,0,-0.00368199599188301
0.590017847723702,0,-0.00362016371855134
0.590017871324416,0,-0.00349637690760574
0.590017918525842,0,-0.00324831400530456
0.590017978,0,-0.00293430659939986
0.590017978590018,0,-0.002931191071184
0.590017979,0,-0.00292902594173938
0.590017979590018,0,-0.00292591130755682
0.59001798,0,-0.002923746039869
0.590017980590018,0,-0.00292063075448823
0.590017981770054,0,-0.0029143992628633
0.590017984130126,0,-0.00290193446062403
0.59001798885027,0.426025167107582,-0.00287699838645494
0.590017998290557,1,-0.00282711152158299
0.590018017171133,1,-0.00272725671948137
0.590018054932283,1,-0.00252722423056184
0.590018130454585,1,-0.00212587157693633
0.590018281499188,1,-0.00131802984060414
0.590018581499188,1,0.000306716473005508
0.590018881499188,1,0.00195760020551461
0.590019181499188,1,0.00363456626246261
0.590019481499187,1,0.00533761974975278
0.590019781499187,1,0.00706676485515345
0.590020081499187,1,0.00882200494061181
0.590020381499187,1,0.0106033426263821
0.590020681499187,1,0.0124107798619661
0.590020981499187,1,0.0142443179993279
0.590021281499187,1,0.0161039578447344
0.590021581499187,1,0.0179896997206015
0.590021881499187,1,0.0199015435105139
0.590022181499187,1,0.0218394887037903
0.590022481499187,1,0.0238035344345917
0.590022781499187,1,0.0257936795178466
0.590023081499187,1,0.027809922482902
0.590023381499187,1,0.0298522615985348
0.590023681499187,1,0.0319206949020554
0.590023981499187,1,0.0340152202224999
0.590024281499187,1,0.0361358351992749
0.590024581499187,1,0.0382825373035303
0.590024881499187,1,0.0404553238531662
0.590025181499187,1,0.0426541920314776
0.590025481499187,1,0.0448791388944301
0.590025781499186,1,0.0471301613906689
0.590026081499186,1,0.0494072563678856
0.590026381499186,1,0.0517104205855503
0.590026681499186,1,0.05403965071946
0.590026981499186,1,0.0563949433726521
0.590027281499186,1,0.058776295088137
0.590027581499186,1,0.0611837023461703
0.590027591499186,1,0.0612644110869951
0.590027611499186,1,0.0614258866162345
0.590027651499186,1,0.061749185336339
0.590027731499186,1,0.0623971732666178
0.590027741499186,1,0.0624783018174639
0.590027761499186,1,0.0626406457868143
0.590027771499186,1,0.0627218611680291
0.590027781499186,0.49999999627471,0.0617550181050319
0.590027790744884,0,3.99313867092133e-05
0.590027799591008,0,3.99308841235509e-05
0.590027805491286,0,3.99307611641461e-05
0.59002781361319,0,3.99305932861308e-05
0.590027829856998,0,3.99302557266713e-05
0.590027835757277,0,-0.00196513996343128
0.590027841657555,0,-0.00191690288465907
0.590027847557833,0,-0.00186865564501204
0.590027853458112,0,-0.0018203982635896
0.590027865258669,0,-0.00172385293353727
0.590027888859783,0,-0.00153064016103599
0.590027936062011,0,-0.00114372629559512
0.59002798,0,-0.00078270222638821
0.590027980590028,0,-0.000777854105763254
0.590027981,0,-0.000774485355577781
0.590027981590028,0,-0.000769636973927845
0.590027982,0,-0.000766268180996121
0.590027982590028,0,-0.000761419614718761
0.590027983770084,0,-0.000751722216591588
0.590027986130196,0,-0.000732325726858107
0.59002799085042,0.426039166748524,-0.000693526202667272
0.590028000290867,1,-0.000615912476860103
0.590028019171763,1,-0.000460604170257284
0.590028056933554,1,-0.000149665219396411
0.590028132457135,1,0.000473491477350763
0.590028283504299,1,0.00172488679436356
0.590028583504299,1,0.00423034932464361
0.590028883504299,1,0.0067617518507177
0.590029183504299,1,0.00931910045892437
0.590029483504299,1,0.0119024002206061
0.590029783504299,1,0.0145116552930631
0.590030083504299,1,0.0171468690132315
0.590030383504298,1,0.0198080439795376
0.590030683504298,1,0.0224951821228387
0.590030983504298,1,0.0252082847819111
0.590031283504298,1,0.027947352749834
0.590031583504298,1,0.0307123863394736
0.590031883504298,1,0.0335033854280482
0.590032183504298,1,0.0363203494980553
0.590032483504298,1,0.0391632776818369
0.590032783504298,1,0.042032168791593
0.590033083504298,1,0.0449270213557611
0.590033383504298,1,0.0478478336463013
0.590033683504298,1,0.050794603700524
0.590033983504298,1,0.0537673293529224
0.590034283504298,1,0.0567660082460861
0.590034583504298,1,0.0597906378579864
0.590034883504298,1,0.0628412155119804
0.590035183504298,1,0.0659177383950009
0.590035483504298,1,0.0690202035757466
0.590035783504298,1,0.0721486080083196
0.590036083504298,1,0.0753029485485968
0.590036383504298,1,0.078483221964234
0.590036683504297,1,0.081689424941942
0.590036983504297,1,0.0849215540965815
0.590037283504297,1,0.0881796059784392
0.590037583504297,1,0.0914635770768655
0.590037593504297,1,0.0915735021981163
0.590037613504297,1,0.0917934101789797
0.590037653504297,1,0.0922335719851617
0.590037733504297,1,0.0931152788152758
0.590037743504297,1,0.0932256215473899
0.590037763504297,1,0.0934463934290761
0.590037773504297,1,0.0935568225277166
0.590037783504297,0.499999992549419,0.0921041173569392
0.5900377957438,0,3.99276614189148e-05
0.590037807085513,0,3.99267569544861e-05
0.590037816162359,0,3.99265685029557e-05
0.590037827600384,0,3.9926332486442e-05
0.590037850476434,0,3.99258583871631e-05
0.590037857004848,0,3.78330728096898e-05
0.590037862905227,0,-0.0036774065811187
0.590037868805606,0,-0.00361179240826459
0.590037874705984,0,-0.00354616821095988
0.590037880606363,0,-0.0034805336727004
0.590037892407121,0,-0.00334923426817113
0.590037916008636,0,-0.00308651363957324
0.590037963211666,0,-0.00256058488412236
0.590037982,0,-0.00235101597445464
0.590037982590038,0,-0.00234443433419074
0.590037983,0,-0.00233986151124554
0.590037983590038,0,-0.00233327977184672
0.590037984,0,-0.00232870687705145
0.590037984590038,0,-0.00232212485207128
0.590037985770114,0,-0.00230896087396104
0.590037988130266,0,-0.00228263101325865
0.59003799285057,0.426053181290627,-0.00222996483898896
0.590038002291178,1,-0.0021246178284855
0.590038021172393,1,-0.00191384302979714
0.590038058934824,1,-0.00149197170048865
0.590038134459686,1,-0.000646945981316094
0.59003828550941,1,0.00104819457646954
0.59003858550941,1,0.00443486228687107
0.59003888550941,1,0.00784733344698907
0.59003918550941,1,0.0112856141022348
0.59003948550941,1,0.014749709287571
0.59003978550941,1,0.0182396231321036
0.59004008550941,1,0.0217553589473027
0.59004038550941,1,0.025296919309767
0.590040685509409,1,0.0288643061339826
0.590040985509409,1,0.0324575207396265
0.590041285509409,1,0.0360765639115925
0.590041585509409,1,0.039721435951833
0.590041885509409,1,0.0433921367275616
0.590042185509409,1,0.0470886657203664
0.590042485509409,1,0.0508110220571325
0.590042785509409,1,0.0545592045482408
0.590043085509409,1,0.0583332117230384
0.590043385509409,1,0.0621330418543948
0.590043685509409,1,0.065958692982349
0.590043985509409,1,0.0698101629423036
0.590044285509409,1,0.0736874493841242
0.590044585509409,1,0.0775905497885105
0.590044885509409,1,0.0815194614879147
0.590045185509409,1,0.0854741816756359
0.590045485509409,1,0.0894547074258298
0.590045785509409,1,0.0934610357016936
0.590046085509409,1,0.097493163368199
0.590046385509409,1,0.101551087202097
0.590046685509409,1,0.105634803899193
0.590046985509408,1,0.109744310084352
0.590047285509408,1,0.113879602316956
0.590047585509408,1,0.118040677099088
0.590047595509408,1,0.118179836585114
0.590047615509408,1,0.118458212995392
0.590047655509408,1,0.119015309841416
0.590047735509408,1,0.120130879442513
0.590047745509408,1,0.12027045432842
0.590047765509408,1,0.120549690100233
0.590047775509408,1,0.120689350904286
0.590047785509409,0.49999999627471,0.118812589236768
0.590047800623416,0,3.99230048060417e-05
0.590047814634642,0,3.99225709922305e-05
0.590047827531958,0,3.99223041172569e-05
0.590047841977299,0,3.99220066108243e-05
0.590047870867981,0,3.99214093948011e-05
0.590047879572452,0,3.97414134365448e-05
0.590047885472931,0,-0.00384890800341964
0.59004789137341,0,-0.0037659264580725
0.590047897273888,0,-0.00368293471365178
0.590047903174367,0,-0.00359993280289927
0.590047914975325,0,-0.00343389861518517
0.590047938577241,0,-0.00310170860757353
0.590047984,0,-0.00246164001509896
0.590047984590048,0,-0.00245332522172248
0.590047985,0,-0.00244754829145677
0.590047985590048,0,-0.0024392331688432
0.590047986,0,-0.00243345635863079
0.590047986590048,0,-0.0024251415143226
0.590047987770144,0,-0.00240851117268903
0.590047990130336,0,-0.00237524856311211
0.59004799485072,0.426067173480988,-0.00230871699750423
0.590048004291487,1,-0.00217563922706177
0.590048023173023,1,-0.00190940307402343
0.590048060936094,1,-0.00137660964901443
0.590048136462236,1,-0.000309742081299191
0.590048287514521,1,0.0018290513780812
0.590048587514521,1,0.00609666554555588
0.590048887514521,1,0.0103899463938433
0.590049187514521,1,0.0147088999310654
0.590049487514521,1,0.0190535311558051
0.590049787514521,1,0.0234238441717025
0.59005008751452,1,0.0278198422547575
0.59005038751452,1,0.0322415279715642
0.59005068751452,1,0.0366889032084146
0.59005098751452,1,0.0411619692767999
0.59005128751452,1,0.0456607269443339
0.59005158751452,1,0.0501851765075116
0.59005188751452,1,0.0547353178262711
0.59005218751452,1,0.0593111503767432
0.59005248751452,1,0.0639126732785371
0.59005278751452,1,0.0685398853456718
0.59005308751452,1,0.0731927851047658
0.59005338751452,1,0.0778713708259602
0.59005368751452,1,0.0825756405592983
0.59005398751452,1,0.0873055921401829
0.59005428751452,1,0.0920612232184794
0.59005458751452,1,0.0968425312894396
0.59005488751452,1,0.101649513686425
0.59005518751452,1,0.106482167610011
0.59005548751452,1,0.1113404901389
0.59005578751452,1,0.116224478251752
0.59005608751452,1,0.121134128812628
0.590056387514519,1,0.126069438618288
0.590056687514519,1,0.131030404363628
0.590056987514519,1,0.136017022688975
0.590057287514519,1,0.141029290165534
0.590057587514519,1,0.146067203302664
0.590057597514519,1,0.146235588314084
0.590057617514519,1,0.14657241545865
0.590057657514519,1,0.147246411934248
0.590057737514519,1,0.148595773507623
0.590057747514519,1,0.14876457173159
0.590057767514519,1,0.14910225364838
0.590057777514519,1,0.149271137303003
0.590057787514519,0.499999992549419,0.146946124557871
0.590057807514519,0,3.99183481931686e-05
0.590057826211217,0,3.99183333815757e-05
0.590057844898167,0,3.99179479817595e-05
0.590057863514803,0,3.99175652118326e-05
0.590057900748077,0,3.9916797514963e-05
0.59005790931724,0,-0.00146033422788605
0.590057915217819,0,-0.00135998590485542
0.590057921118398,0,-0.00125962741367402
0.590057927018977,0,-0.00115925883983437
0.590057938820136,0,-0.000958491325945943
0.590057962422452,0,-0.000556834880626411
0.590057986,0,-0.000155357605763129
0.590057986590058,0,-0.000145310039442847
0.590057987,0,-0.000138329442052054
0.590057987590058,0,-0.000128281699289801
0.590057988,0,-0.000121300960017834
0.590057988590058,0,-0.00011125306446047
0.590057989770174,0,-9.1156807684456e-05
0.590057992130406,0,-5.09626952407416e-05
0.59005799685087,0.426081173121929,1.8278842617292e-07
0.59005800275145,1.00000000745058,8.48006966407411e-05
0.59005800865203,1,0.00018530961824581
0.590058015136745,1,0.000295779984298861
0.590058021761168,1,0.000408642648835666
0.590058035010014,1,0.000634406434983248
0.590058061507706,1,0.00108608745176753
0.590058114503089,1,0.00199006188086059
0.590058220493855,1,0.00380045525889727
0.590058432475388,1,0.00743100155887078
0.590058732475388,1,0.012591025326401
0.590059032475388,1,0.0177766111537494
0.590059332475388,1,0.0229877615765872
0.590059632475388,1,0.0282244784739305
0.590059932475388,1,0.0334867631408997
0.590060232475388,1,0.0387746163341944
0.590060532475388,1,0.044088038341215
0.590060832475388,1,0.0494270290146233
0.590061132475387,1,0.0547915878250933
0.590061432475387,1,0.0601817138922343
0.590061732475387,1,0.065597406028246
0.590062032475387,1,0.0710386627579283
0.590062332475387,1,0.076505482353241
0.590062632475387,1,0.0819978628660465
0.590062932475387,1,0.0875158021372044
0.590063232475387,1,0.0930592978220375
0.590063532475387,1,0.0986283474085212
0.590063832475387,1,0.104222948250026
0.590064132475387,1,0.109843097547127
0.590064432475387,1,0.115488792385804
0.590064732475387,1,0.121160029750172
0.590065032475387,1,0.126856806517026
0.590065332475387,1,0.132579119484944
0.590065632475387,1,0.138326965363376
0.590065932475387,1,0.144100340799923
0.590066232475387,1,0.149899242371248
0.590066532475387,1,0.155723666601261
0.590066832475387,1,0.161573609957486
0.590067132475387,1,0.167449068867427
0.590067432475387,1,0.173350039709476
0.590067732475386,1,0.179289244046231
0.590067742475387,1,0.1794872458795
0.590067762475387,1,0.179883316384803
0.590067772475387,1,0.180081391348722
0.590067782475387,1,0.180279494439674
0.590067792475387,0.49999999627471,0.177082672802499
0.590067812028949,0,3.99146229028702e-05
0.590067827891141,0,3.9914339162039e-05
0.59006784777339,0,3.99139303078229e-05
0.590067869809197,0,3.9913478064665e-05
0.590067913880811,0,3.99125719746287e-05
0.59006791978149,0,3.99124508399865e-05
0.590067930205297,0,3.95699889246259e-05
0.590067936105977,0,-0.00315891345962882
0.590067942006656,0,-0.00304118857275171
0.590067947907336,0,-0.00292345376146841
0.590067953808015,0,-0.00280570887116482
0.590067965609374,0,-0.00257018782031082
0.590067988,0,-0.00212315594762913
0.590067988590068,0,-0.00211137490805413
0.590067989,0,-0.00210319085272204
0.590067989590068,0,-0.00209140938022756
0.59006799,0,-0.00208322509388381
0.590067990590068,0,-0.00207144371597678
0.590067991770204,0,-0.00204788085648033
0.590067994130476,0,-0.00200075348402606
0.59006799885102,0.426095187664032,-0.00190649234718876
0.590068008292108,0.999999992549419,-0.00171795543610642
0.590068027174283,1,-0.00134080131283554
0.590068064938635,1,-0.000586173102419707
0.590068140467337,1,0.0009243465065083
0.590068291524743,1,0.00395037113958097
0.590068591524743,1,0.00997965660826594
0.590068891524743,1,0.0160343344814464
0.590069191524743,1,0.0221144106817519
0.590069491524743,1,0.0282198901386437
0.590069791524743,1,0.0343507768939162
0.590070091524743,1,0.0405070741780946
0.590070391524742,1,0.0466887845068413
0.590070691524742,1,0.0528959097409825
0.590070991524742,1,0.0591284511538106
0.590071291524742,1,0.0653864094929304
0.590071591524742,1,0.0716697850293713
0.590071891524742,1,0.0779785776157951
0.590072191524742,1,0.084312786710143
0.590072491524742,1,0.0906724114338431
0.590072791524742,1,0.0970574505936384
0.590073091524742,1,0.103467902716147
0.590073391524742,1,0.109903766075149
0.590073691524742,1,0.116365038718868
0.590073991524742,1,0.122851718497259
0.590074291524742,1,0.129363803071101
0.590074591524742,1,0.135901289937465
0.590074891524742,1,0.142464176447902
0.590075191524742,1,0.149052459813902
0.590075491524742,1,0.155666137135995
0.590075791524742,1,0.162305205398297
0.590076091524742,1,0.168969661495794
0.590076391524742,1,0.175659502227063
0.590076691524742,1,0.182374724323381
0.590076991524741,1,0.189115324434169
0.590077291524741,1,0.195881299150642
0.590077591524741,1,0.202672645007624
0.590077601524741,1,0.202899472906211
0.590077621524741,1,0.203353185221204
0.590077661524741,1,0.20426094837967
0.590077741524741,1,0.206077828663183
0.590077751524741,1,0.206305065354172
0.590077771524741,1,0.206759623291873
0.590077781524741,1,0.206986944484015
0.590077791524741,0.49999999627471,0.203756205533864
0.590077811524741,0,3.99108976125717e-05
0.59007782805954,0,3.99102389198637e-05
0.590077849505452,0,3.99097986966308e-05
0.590077873586007,0,3.99093061231506e-05
0.590077921747118,0,3.99083179129164e-05
0.590077927647898,0,3.99081973371952e-05
0.590077939449458,0,3.99079552903317e-05
0.590077945350238,0,3.99078342544299e-05
0.590077951251017,0,2.16919713693642e-05
0.590077957151797,0,-0.00172795337857679
0.590077963052576,0,-0.00159286677990167
0.590077968953356,0,-0.00145777014404302
0.590077974854135,0,-0.00132266349464771
0.590077986655695,0,-0.00105241920755361
0.59007799,0,-0.00097582938906271
0.590077990590078,0,-0.000962315629294608
0.590077991,0,-0.000952927672187798
0.590077991590078,0,-0.000939413650485221
0.590077992,0,-0.00093002554422128
0.590077992590078,0,-0.000916511378818541
0.590077993770234,0,-0.000889482600541669
0.590077996130546,0,-0.000835423647004063
0.59007800085117,0.426109179854393,-0.000727299140635296
0.590078010292418,1,-0.00051103555233567
0.590078029174913,1,-7.84282565291505e-05
0.590078066939905,1,0.000787100214438397
0.590078142469888,1,0.00251939782538102
0.590078293529854,1,0.00598893826463609
0.590078593529854,1,0.0128988232827396
0.590078893529854,1,0.0198339632079296
0.590079193529854,1,0.0267943639282748
0.590079493529854,1,0.0337800303368567
0.590079793529854,1,0.040790966440909
0.590080093529853,1,0.0478271754545858
0.590080393529853,1,0.0548886598680838
0.590080693529853,1,0.0619754215167632
0.590080993529853,1,0.0690874616666406
0.590081293529853,1,0.0762247810525878
0.590081593529853,1,0.0833873799365392
0.590081893529853,1,0.0905752581620618
0.590082193529853,1,0.0977884151816397
0.590082493529853,1,0.105026850113063
0.590082793529853,1,0.112290561761256
0.590083093529853,1,0.119579548652837
0.590083393529853,1,0.126893809065223
0.590083693529853,1,0.134233341050276
0.590083993529853,1,0.141598142456132
0.590084293529853,1,0.148988210950847
0.590084593529853,1,0.156403544038767
0.590084893529853,1,0.163844139069624
0.590085193529853,1,0.171309993274917
0.590085493529853,1,0.178801103751539
0.590085793529853,1,0.186317467498156
0.590086093529853,1,0.193859081415212
0.590086393529852,1,0.201425942314017
0.590086693529852,1,0.209018046929486
0.590086993529852,1,0.216635391927412
0.590087293529852,1,0.224277973906283
0.590087593529852,1,0.231945789411839
0.590087603529852,1,0.23220183052581
0.590087623529852,1,0.232713968958706
0.590087663529852,1,0.233738582532169
0.590087743529852,1,0.235789156302417
0.590087753529852,1,0.236045603993261
0.590087773529852,1,0.236558583454098
0.590087783529852,1,0.236815115229547
0.590087793529852,1,0.237071675051993
0.590087803529852,0.49999999627471,0.233368168439483
0.590087823529852,0,3.99071723222733e-05
0.590087839332984,0,3.99061993325029e-05
0.590087861749565,0,3.9905740265753e-05
0.590087889346875,0,3.99051771818766e-05
0.590087944541494,0,3.9904047432501e-05
0.590087950442374,0,3.99039272110015e-05
0.590087962244134,0,3.99036857446876e-05
0.590087975836851,0,3.99034075917026e-05
0.590087981737731,0,3.99032868228701e-05
0.590087987638611,0,1.32543727886514e-05
0.590087992,0,8.4639805209008e-07
0.590087992590088,0,7.66246571970441e-07
0.590087993,0,7.62501548123851e-07
0.590087993590088,0,7.6224901779387e-07
0.590087994,0,7.62240525540095e-07
0.590087994590088,0,7.62244815616202e-07
0.590087995770264,0,7.62255005801703e-07
0.590087998130616,0,7.62275455472305e-07
0.59008800285132,0.426123186945915,7.62316344041745e-07
0.5900880087522,1,8.70170097186929e-05
0.59008801465308,1,0.000239516961300978
0.59008802055396,1,0.000392026619010721
0.59008802645484,1,0.000544545984666911
0.590088038256601,1,0.000849614736580406
0.590088061860122,1,0.00145987202813558
0.590088109067163,1,0.00268086468531692
0.590088203481247,1,0.00512475836148951
0.590088392309413,1,0.0100201647201175
0.590088692309413,1,0.017818459400587
0.590088992309413,1,0.0256419036504667
0.590089292309413,1,0.0334904999399441
0.590089592309413,1,0.0413642500952847
0.590089892309413,1,0.049263155364315
0.590090192309413,1,0.057187216469174
0.590090492309413,1,0.0651364336681581
0.590090792309413,1,0.0731108067902824
0.590091092309413,1,0.0811103352934879
0.590091392309413,1,0.0891350182882888
0.590091692309413,1,0.0971848545741523
0.590091992309413,1,0.105259842683154
0.590092292309413,1,0.113359980894529
0.590092592309412,1,0.121485267258322
0.590092892309412,1,0.129635699626306
0.590093192309412,1,0.137811275673812
0.590093492309412,1,0.146011992905187
0.590093792309412,1,0.154237848682897
0.590094092309412,1,0.16248884023662
0.590094392309412,1,0.170764964675982
0.590094692309412,1,0.179066219008746
0.590094992309412,1,0.187392600133535
0.590095292309412,1,0.195744104876212
0.590095592309412,1,0.204120729980787
0.590095892309412,1,0.212522472123965
0.590096192309412,1,0.220949327911512
0.590096492309412,1,0.229401293894625
0.590096792309412,1,0.237878366584482
0.590097092309412,1,0.246380542434053
0.590097392309412,1,0.254907817856292
0.590097692309412,1,0.263460189235047
0.590097702309412,1,0.263745713546086
0.590097722309412,1,0.264316818032967
0.590097762309412,1,0.265459361744433
0.590097772309412,1,0.265745067332318
0.590097782309412,1,0.266030800747103
0.590097792309412,1,0.266316562094289
0.590097802309412,0.499999992549419,0.262154841417214
0.590097822309412,0,3.99025157094002e-05
0.590097838749601,0,3.99021270854477e-05
0.59009786119158,0,3.99016685359022e-05
0.59009789408336,0,3.99009990396139e-05
0.590097959866918,0,3.98996558539175e-05
0.590097994,0,3.98989595048419e-05
0.590097994590098,0,3.98989474568838e-05
0.590097995,0,3.98989390870703e-05
0.590097995590098,0,3.98989270389977e-05
0.590097996,0,3.98989186692449e-05
0.590097996590098,0,3.98989066206293e-05
0.590097997770294,0,3.98988825223399e-05
0.590098000130686,0,3.98988343254733e-05
0.59009800485147,0.426137186586857,3.13244447625038e-05
0.59009801075245,0.999999992549419,-0.00252059224294499
0.59009801665343,1,-0.0023507605001214
0.59009802255441,1,-0.00218091870556236
0.59009802845539,1,-0.00201106687745778
0.590098040257351,1,-0.00167133241484407
0.590098063861272,1,-0.000991740187600954
0.590098111069114,1,0.000367933072993765
0.590098205484797,1,0.00308919214148773
0.590098394316164,1,0.0085392876608239
0.590098694316164,1,0.0172185819064907
0.590098994316164,1,0.0259228874529072
0.590099294316164,1,0.0346522067593469
0.590099594316164,1,0.0434065416302474
0.590099894316164,1,0.0521858932952455
0.590100194316164,1,0.060990262467385
0.590100494316164,1,0.0698196493940486
0.590100794316164,1,0.0786740538969752
0.590101094316164,1,0.0875534754304681
0.590101394316164,1,0.0964579130995844
0.590101694316164,1,0.105387365703791
0.590101994316164,1,0.114341831780621
0.590102294316164,1,0.12332130959112
0.590102594316164,1,0.132325797207159
0.590102894316164,1,0.141355292482331
0.590103194316164,1,0.150409793084691
0.590103494316164,1,0.159489296536776
0.590103794316164,1,0.16859380020469
0.590104094316164,1,0.177723301316291
0.590104394316163,1,0.186877796997578
0.590104694316163,1,0.196057284261769
0.590104994316163,1,0.205261760016583
0.590105294316163,1,0.214491221100616
0.590105594316163,1,0.223745664265152
0.590105894316163,1,0.23302508618508
0.590106194316163,1,0.242329483498906
0.590106494316163,1,0.251658852750552
0.590106794316163,1,0.261013190473022
0.590107094316163,1,0.270392493126565
0.590107394316163,1,0.279796757131408
0.590107694316163,1,0.28922597888959
0.590107704316163,1,0.28954072909255
0.590107724316163,1,0.290170285054046
0.590107764316163,1,0.291429729899392
0.590107774316163,1,0.291744660342374
0.590107794316163,1,0.292374604512588
0.590107804316163,1,0.29268961814887
0.590107814316163,0.499999992549419,0.288116701412946
0.590107834316163,0,3.98978590965271e-05
0.590107851267458,0,3.98980116990445e-05
0.590107873754398,0,3.98975532749837e-05
0.590107912709152,0,3.98967622442029e-05
0.590107990618661,0,3.98951753341689e-05
0.590107996,0,3.98950663716008e-05
0.590107996590108,0,3.98950543545138e-05
0.590107997,0,3.98950460092327e-05
0.590107997590108,0,3.98950339908673e-05
0.590107998,0,3.98950256444864e-05
0.590107998590108,0,3.9895013627736e-05
0.590107999770324,0,3.98949895921343e-05
0.590108002130756,0,3.98949415221662e-05
0.59010800685162,0.42615120112896,3.98948453760282e-05
0.5901080127527,1,0.0342979617416859
0.59010801865378,1,0.0344850135843444
0.590108024554861,1,0.0346720755005663
0.590108030455941,1,0.0348591470246902
0.590108042258101,1,0.035233319755207
0.590108065862422,1,0.0359817837124865
0.590108113071064,1,0.0374791844842548
0.590108207488348,1,0.0404758735821815
0.590108396322916,1,0.0464767877419945
0.590108696322916,1,0.0560309031898214
0.590108996322916,1,0.0656098923755053
0.590109296322916,1,0.075213757725578
0.590109596322916,1,0.0848425010262872
0.590109896322916,1,0.0944961234963557
0.590110196322916,1,0.104174625841551
